test_type,target_n,h,direct_depth,tested_depth,residual_nonempty,max_states_in_layer,elapsed_seconds
below-threshold,19,2,6,6,True,3,0.000447
below-threshold,19,2,6,7,False,3,0.000470
below-threshold,19,2,6,8,False,3,0.000577
below-threshold,21,2,1,1,True,1,0.000049
below-threshold,21,2,1,2,False,1,0.000078
below-threshold,21,2,1,3,False,1,0.000114
below-threshold,23,3,4,2,False,1,0.000066
below-threshold,23,3,4,3,False,1,0.000098
below-threshold,23,3,4,4,True,2,0.000196
below-threshold,23,3,4,5,False,2,0.000304
below-threshold,23,3,4,6,False,3,0.000426
below-threshold,25,3,7,5,False,2,0.000312
below-threshold,25,3,7,6,False,3,0.000442
below-threshold,25,3,7,7,True,3,0.000503
below-threshold,25,3,7,8,False,4,0.000707
below-threshold,25,3,7,9,False,4,0.000840
below-threshold,27,3,41,39,False,2541,1.700197
below-threshold,27,3,41,40,False,3718,2.630160
below-threshold,27,3,41,41,True,4045,2.922854
below-threshold,27,3,41,42,False,5446,4.016418
below-threshold,27,3,41,43,False,7216,5.410457
below-threshold,29,3,5,3,False,1,0.000216
below-threshold,29,3,5,4,False,2,0.000247
below-threshold,29,3,5,5,True,2,0.000338
below-threshold,29,3,5,6,False,3,0.000431
below-threshold,29,3,5,7,False,3,0.000544
below-threshold,31,3,39,37,False,1732,1.067663
below-threshold,31,3,39,38,False,2541,1.622331
below-threshold,31,3,39,39,True,2812,1.931936
below-threshold,31,3,39,40,False,3718,2.567528
below-threshold,31,3,39,41,False,4897,3.474403
below-threshold,33,3,8,6,False,3,0.000492
below-threshold,33,3,8,7,False,4,0.000703
below-threshold,33,3,8,8,True,4,0.000782
below-threshold,33,3,8,9,False,5,0.000898
below-threshold,33,3,8,10,False,6,0.001548
below-threshold,35,3,3,1,False,1,0.000035
below-threshold,35,3,3,2,False,1,0.000091
below-threshold,35,3,3,3,True,2,0.000161
below-threshold,35,3,3,4,False,2,0.000277
below-threshold,35,3,3,5,False,3,0.000402
below-threshold,37,3,6,4,False,2,0.000243
below-threshold,37,3,6,5,False,3,0.000355
below-threshold,37,3,6,6,True,3,0.000441
below-threshold,37,3,6,7,False,4,0.000691
below-threshold,37,3,6,8,False,4,0.000831
below-threshold,39,3,11,9,False,5,0.000922
below-threshold,39,3,11,10,False,7,0.001457
below-threshold,39,3,11,11,True,7,0.001734
below-threshold,39,3,11,12,False,10,0.002370
below-threshold,39,3,11,13,False,13,0.003171
below-threshold,41,3,40,38,False,2541,1.664645
below-threshold,41,3,40,39,False,3718,2.584627
below-threshold,41,3,40,40,True,4045,3.000378
below-threshold,41,3,40,41,False,5446,3.912407
below-threshold,41,3,40,42,False,7216,5.394911
below-threshold,43,3,9,7,False,4,0.000809
below-threshold,43,3,9,8,False,5,0.000886
below-threshold,43,3,9,9,True,5,0.000956
below-threshold,43,3,9,10,False,7,0.001481
below-threshold,43,3,9,11,False,8,0.002066
below-threshold,45,3,4,2,False,1,0.000087
below-threshold,45,3,4,3,False,2,0.000202
below-threshold,45,3,4,4,True,2,0.000289
below-threshold,45,3,4,5,False,3,0.000408
below-threshold,45,3,4,6,False,4,0.000695
below-threshold,47,3,38,36,False,1732,1.055669
below-threshold,47,3,38,37,False,2541,1.636720
below-threshold,47,3,38,38,True,2812,1.927913
below-threshold,47,3,38,39,False,3718,2.594064
below-threshold,47,3,38,40,False,4897,3.445794
below-threshold,49,3,7,5,False,3,0.000387
below-threshold,49,3,7,6,False,4,0.000593
below-threshold,49,3,7,7,True,4,0.000671
below-threshold,49,3,7,8,False,5,0.000880
below-threshold,49,3,7,9,False,6,0.001286
below-threshold,51,3,7,5,False,3,0.000407
below-threshold,51,3,7,6,False,4,0.000640
below-threshold,51,3,7,7,True,4,0.000745
below-threshold,51,3,7,8,False,5,0.000910
below-threshold,51,3,7,9,False,6,0.001476
below-threshold,53,3,2,1,False,1,0.000031
below-threshold,53,3,2,2,True,1,0.000066
below-threshold,53,3,2,3,False,2,0.000172
below-threshold,53,3,2,4,False,3,0.000285
below-threshold,55,3,41,39,False,3718,2.533529
below-threshold,55,3,41,40,False,5446,3.811194
below-threshold,55,3,41,41,True,5939,4.445956
below-threshold,55,3,41,42,False,8020,5.928353
below-threshold,55,3,41,43,False,10651,8.205360
below-threshold,57,3,10,8,False,5,0.001401
below-threshold,57,3,10,9,False,7,0.001457
below-threshold,57,3,10,10,True,7,0.001518
below-threshold,57,3,10,11,False,10,0.002318
below-threshold,57,3,10,12,False,11,0.003008
below-threshold,59,3,10,8,False,5,0.000933
below-threshold,59,3,10,9,False,7,0.001425
below-threshold,59,3,10,10,True,7,0.001654
below-threshold,59,3,10,11,False,10,0.002402
below-threshold,59,3,10,12,False,13,0.003170
below-threshold,61,3,5,3,False,2,0.000186
below-threshold,61,3,5,4,False,3,0.000301
below-threshold,61,3,5,5,True,3,0.000381
below-threshold,61,3,5,6,False,4,0.000608
below-threshold,61,3,5,7,False,5,0.000812
below-threshold,63,3,39,37,False,2541,1.700283
below-threshold,63,3,39,38,False,3718,2.514063
below-threshold,63,3,39,39,True,4124,3.042752
below-threshold,63,3,39,40,False,5446,3.893700
below-threshold,63,3,39,41,False,7216,5.232259
below-threshold,65,3,8,6,False,4,0.000733
below-threshold,65,3,8,7,False,5,0.000843
below-threshold,65,3,8,8,True,5,0.000906
below-threshold,65,3,8,9,False,7,0.001419
below-threshold,65,3,8,10,False,8,0.001967
below-threshold,67,4,8,6,False,4,0.000599
below-threshold,67,4,8,7,False,5,0.000795
below-threshold,67,4,8,8,True,5,0.000981
below-threshold,67,4,8,9,False,7,0.001435
below-threshold,67,4,8,10,False,8,0.002067
below-threshold,69,4,3,1,False,1,0.000049
below-threshold,69,4,3,2,False,2,0.000136
below-threshold,69,4,3,3,True,2,0.000211
below-threshold,69,4,3,4,False,3,0.000326
below-threshold,69,4,3,5,False,4,0.000519
below-threshold,71,4,37,35,False,1732,1.051522
below-threshold,71,4,37,36,False,2541,1.596911
below-threshold,71,4,37,37,True,2812,1.915654
below-threshold,71,4,37,38,False,3718,2.647863
below-threshold,71,4,37,39,False,4897,3.493527
below-threshold,73,4,42,40,False,5446,3.887142
below-threshold,73,4,42,41,False,8020,6.068425
below-threshold,73,4,42,42,True,8676,6.805274
below-threshold,73,4,42,43,False,11807,9.183222
below-threshold,73,4,42,44,False,15728,12.616502
below-threshold,75,4,3,1,False,1,0.000457
below-threshold,75,4,3,2,False,2,0.000147
below-threshold,75,4,3,3,True,3,0.000265
below-threshold,75,4,3,4,False,3,0.000326
below-threshold,75,4,3,5,False,4,0.000576
below-threshold,77,4,6,4,False,3,0.000327
below-threshold,77,4,6,5,False,4,0.000492
below-threshold,77,4,6,6,True,4,0.000603
below-threshold,77,4,6,7,False,5,0.000816
below-threshold,77,4,6,8,False,6,0.001295
below-threshold,79,4,11,9,False,7,0.001475
below-threshold,79,4,11,10,False,10,0.002227
below-threshold,79,4,11,11,True,10,0.002578
below-threshold,79,4,11,12,False,14,0.003676
below-threshold,79,4,11,13,False,18,0.005052
below-threshold,81,4,6,4,False,3,0.000347
below-threshold,81,4,6,5,False,4,0.000530
below-threshold,81,4,6,6,True,4,0.000694
below-threshold,81,4,6,7,False,5,0.000865
below-threshold,81,4,6,8,False,7,0.001379
below-threshold,83,4,40,38,False,3718,2.538911
below-threshold,83,4,40,39,False,5446,3.817945
below-threshold,83,4,40,40,True,5939,4.430648
below-threshold,83,4,40,41,False,8020,6.065359
below-threshold,83,4,40,42,False,10651,8.273340
below-threshold,85,4,1,1,True,1,0.000445
below-threshold,85,4,1,2,False,2,0.000117
below-threshold,85,4,1,3,False,3,0.000218
below-threshold,87,4,9,7,False,5,0.000931
below-threshold,87,4,9,8,False,7,0.001526
below-threshold,87,4,9,9,True,7,0.001784
below-threshold,87,4,9,10,False,10,0.002335
below-threshold,87,4,9,11,False,12,0.003325
below-threshold,89,4,9,7,False,5,0.000861
below-threshold,89,4,9,8,False,7,0.001505
below-threshold,89,4,9,9,True,7,0.002804
below-threshold,89,4,9,10,False,10,0.002699
below-threshold,89,4,9,11,False,13,0.003717
below-threshold,91,4,33,31,False,803,0.503321
below-threshold,91,4,33,32,False,1172,0.725954
below-threshold,91,4,33,33,True,1306,0.838613
below-threshold,91,4,33,34,False,1732,1.047758
below-threshold,91,4,33,35,False,2513,1.582259
below-threshold,93,4,4,2,False,2,0.000163
below-threshold,93,4,4,3,False,3,0.000268
below-threshold,93,4,4,4,True,3,0.000359
below-threshold,93,4,4,5,False,4,0.000530
below-threshold,93,4,4,6,False,5,0.000759
below-threshold,95,4,38,36,False,2541,1.694333
below-threshold,95,4,38,37,False,3718,2.597341
below-threshold,95,4,38,38,True,4124,2.905843
below-threshold,95,4,38,39,False,5446,3.967368
below-threshold,95,4,38,40,False,7216,5.459039
below-threshold,97,4,43,41,False,8020,6.114174
below-threshold,97,4,43,42,False,11807,9.232052
below-threshold,97,4,43,43,True,12649,10.504909
below-threshold,97,4,43,44,False,17413,14.200875
below-threshold,97,4,43,45,False,23032,19.246436
below-threshold,99,4,7,5,False,4,0.000867
below-threshold,99,4,7,6,False,5,0.000770
below-threshold,99,4,7,7,True,5,0.000950
below-threshold,99,4,7,8,False,7,0.001407
below-threshold,99,4,7,9,False,8,0.002041
